description,keywords,genre,year,name,director,id
"Un productor de cine que tiene un gran fracaso intenta salvar su carrera renovando su película como una producción erótica, en la que su estrella familiar se quita la parte superior.","depresión, casa en la playa, intento de suicidio, doctor, funeral","comedia, drama",1981.0,S.O.B. Sois honrados bandidos,Blake Edwards,2952
"El admirante Kirk y su tripulación ponen sus carreras en riesgo al decidir tomar la nave interestelar Enterprise, ahora fuera de servicio, para regresar al planeta Génesis y recuperar el cuerpo de Spock.","planeta, sacrificio, regaining one's memory, dying planet, stabbed to death","acción, aventura, ciencia ficción",1984.0,Star Trek III: En busca de Spock,Leonard Nimoy,2953
"David (con la voz de Adam Sandler), antes un niño feliz y ahora el delincuente de la ciudad, recibe una última oportunidad de redimirse con la comunidad y descubre el verdadero significado de la temporada navideña.","loss of parents, destruction of property, fraternal twins, canción, relación hermano hermana","animación, comedia, musical",2003.0,Ocho noches locas,Seth Kearsley,2954
"Cuando el granjero no está, todos los animales juegan, cantan y bailan. Sin embargo, al final alguien tiene que intervenir y administrar las cosas, una responsabilidad que acaba en las pezuñas de Otis, una vaca despreocupada.","animal antropomorfo, animal, farmer, animales parlantes, Nickelodeon","animación, aventura, comedia",2006.0,El corral: Una fiesta muy bestia,Steve Oedekerk,2955
Una joven oculta su cáncer terminal para vivir la vida con una pasión desconocida hasta el momento.,"braguitas, ropa interior, adulterio, caramelo, bucket list","drama, romance",2003.0,Mi vida sin mí,Isabel Coixet,2956
"Dos enfermos terminales escapan de un hospital, roban un coche y huyen hacia el mar.","mar, tequila, hospital, convertible, cáncer","acción, crimen, comedia",1998.0,Llamando a las puertas,Thomas Jahn,2957
"Hace mil años, el Duende (Warwick Davis) dejó un rastro de sangre cuando arrasó el campo en busca de su vasija de oro robada. Ahora está de regreso en la gran ciudad con todos sus trucos mortales para atrapar a la chica de sus pesadi","dedo seccionado, bar, 1000th birthday, relación padre-hija, Irlanda","comedia, fantasía, terror",1994.0,Leprechaun 2,Rodman Flender,2958
Una interpretación realista de una de las batallas más sangrientas de la Guerra de Vietnam.,"guerra de Vietnam, colina, Vietnam, selva, combate","acción, drama, suspense",1987.0,La colina de la hamburguesa,John Irvin,2959
Unos niños curiosos desentierran unos barriles que se usaban para reavivar a los muertos.,"película de culto, zombi, psychotronic film, zombie comedy, película grindhouse","comedia, terror, ciencia ficción",1989.0,La divertida noche de los zombies,Ken Wiederhorn,2960
"Cuando un agente deportivo tiene una epifanía moral y es despedido por expresarla, decide poner a prueba su nueva filosofía como agente independiente con el único atleta que se queda con él y su antigua secretaria.","agente, sports agent, fútbol, football player, reference to shaquille o'neal","comedia, drama, romance",1997.0,Jerry Maguire,Cameron Crowe,2961
"Las cómicas aventuras de Roy, Moss y su supervisor Jen, un equipo de informáticos en una gran corporación con un engreído yuppie al mando.","it support, on the spectrum, large corporation, nerd, female boss",comedia,2007.0,Los informáticos,,2962
"Tony, un jugador de béisbol jubilado, se convierte en el ama de llaves de Angela, una ejecutiva publicitaria en Nueva York. Juntos crían a sus respectivos hijos, Samantha y Jonathan con la ayuda la madre de Angela.","advertising executive, la década de 1980, man keeping house, atracción sexual, relación padre-hija","comedia, familiar, romance",1984.0,¿Quién es el jefe?,,2963
"Dos fontaneros de Brooklyn, Mario y Luigi, deben viajar a otra dimensión para rescatar a una princesa del malvado dictador rey koopa y evitar que se apodere del mundo.","plumber, dinosaurio, italian american, based on video game, set up for unmade sequel","aventura, comedia, familiar",1993.0,Super Mario Bros.,Annabel Jankel,2964
"Músicos cubanos envejecidos cuyos talentos habían sido virtualmente olvidados después de la toma de Cuba por Castro, son sacados de su retiro por Ry Cooder.","musician, comeback, Nueva York, fumando un cigarro, caribbean sea","documental, música",1999.0,Buena Vista Social Club,Wim Wenders,2965
"Con la intención de liberarse de las estrictas restricciones familiares, una joven suicida acuerda un matrimonio de conveniencia con un adicto de cuarenta años, un acto que dará lugar a una explosión de amor envidioso.","matrimonio, matrimonio de conveniencia, girl, pubic hair, pechos","drama, romance",2004.0,Contra la pared,Fatih Akin,2966
"Tres ladrones roban con éxito un banco de la ciudad de Nueva York, pero escapar de la ciudad resulta casi imposible.","payaso, ciudad de Nueva York, robo de un banco, movie flop, fuga","comedia, crimen",1990.0,Con la poli en los talones,Howard Franklin,2967
"Durante los primeros años de la ocupación nazi de Francia en la Segunda Guerra Mundial, el romance se desarrolla entre Lucile Angellier (Michelle Williams), un aldeano francés, y Bruno von Falk (Matthias Schoenaerts), un soldado alem","Francia, german occupation of france, Segunda Guerra Mundial, soldado alemán, ocupación nazi","drama, romance, suspense",2015.0,Suite francesa,Saul Dibb,2968
La vida del poeta y novelista cubano Reinaldo Arenas.,"poet, novelista, gay, homosexual, Cuba","biografía, drama, romance",2001.0,Antes que anochezca,Julian Schnabel,2969
Un especialista en protección de testigos empieza a sospechar de sus compañeros de trabajo cuando se ocupa de un caso relacionado con armas de alta tecnología.,"witness protection program, agente deshonesto, traición, railgun, x ray vision","acción, crimen, suspense",1996.0,Eraser (Eliminador),Chuck Russell,2970
"Una sirvienta recién contratada para una familia rica, se hace amiga de un empleado de la oficina de correos que la anima a rebelarse contra sus empleadores.","provincial life, dangerous woman, female kills a male, scantily clad female, murder of a pregnant woman","crimen, drama, misterio",1996.0,La ceremonia,Claude Chabrol,2971
Un sacerdote desobedece la ley eclesiástica para perseguir a los vampiros que secuestraron a su sobrina.,"vampiro, priest, iglesia, warrior, vampire hunter","acción, aventura, fantasía",2011.0,El sicario de Dios,Scott Stewart,2972
Un policía de Chicago está atrapado en medio de una guerra de pandillas mientras sus propios compañeros lo evitan porque quiere acabar con un policía irresponsable.,"pandilla, líder de la banda, relación hermano hermano, escena de apertura, relación padre-hija","acción, crimen, drama",1986.0,Código de silencio,Andrew Davis,2973
Un friki compra un extraño coche con una mente maligna propia y su naturaleza empieza a cambiar para reflejarlo.,"killer car, inanimate object comes to life, amistad, bully, drive in","terror, suspense",1984.0,Christine,John Carpenter,2974
"Un grupo de astronautas adquiere superpoderes tras una exposición a la radiación cósmica y debe utilizarlos para oponerse a los planes de su enemigo, el Doctor Doom.","picardías, fantastic four, masked man, volador, elasticity","acción, aventura, fantasía",2005.0,Los 4 Fantásticos,Tim Story,2975
"El hombre más poderoso del universo, He-Man, se enfrenta a las fuerzas del mal de Skeletor para salvar el planeta Eternia y proteger los secretos del Castillo Grayskull.","warrior, espada, castillo, based on toy, esqueleto","animación, acción, aventura",1983.0,He-Man y los masters del universo,,2976
"Maggie y Rose son dos hermanas que no se asemejan en nada, excepto en que calzan el mismo número. Las dos hermanas aprenderán a relacionarse gracias a una abuela a la que daban por muerta.","sister has sex with sister's boyfriend, shetland sheepdog, tacones altos, reference to the philadelphia 76ers, cheating boyfriend","comedia, drama, romance",2005.0,En sus zapatos,Curtis Hanson,2977
"Cuando un niño se entera de que los dueños del acuario van a matar a una amada orca, el niño lo arriesga todo para liberarla.","ballena, killer whale, animal, sin créditos iniciales, animal character name in title","aventura, drama, familiar",1994.0,¡Liberad a Willy!,Simon Wincer,2978
"Un joven erróneamente expulsado de Harvard se muda a Londres, donde se introduce en el violento mundo de los hooligans.","animosity, cerveza, english culture, sexual frustration, hooliganism","crimen, drama, deporte",2005.0,Hooligans,Lexi Alexander,2979
"La rana Gustavo, Gonzo y el oso Fozzie son reporteros que viajan a Gran Bretaña para entrevistar a una rica víctima de los ladrones de joyas y ayudarla junto a su secretaria, la señorita Peggy.","rompiendo la cuarta pared, the muppets, character refers to the film credits, alcaparra, globo aerostático","aventura, comedia, crimen",1981.0,El gran golpe de los Teleñecos,Jim Henson,2980
"Una taquillera del metro de Chicago, desesperadamente romántica, es confundida con la prometida de un paciente en coma.","soledad, unconventional romance, holiday season, single woman, secret admirer","comedia, drama, romance",1995.0,Mientras dormías,Jon Turteltaub,2981
"Eludiendo las órdenes del MI6, James Bond se rebela y busca venganza contra un narcotraficante que dio por muerto a su mejor amigo tras asesinar a su mujer, a la par que destapa una trama de narcotráfico fingiendo ser un asesino a su","personal vendetta, venganza, drug cartel, official james bond series, felix leiter character","acción, aventura, suspense",1989.0,007: Licencia para matar,John Glen,2982
"Bob Barnes es un agente de la CIA a punto de jubilarse. A pesar de su brillante carrera, Barnes ha sido un peón para la agencia todo el tiempo.","petróleo, corrupción, big oil, hezbollah, lebanon","drama, suspense",2006.0,Syriana,Stephen Gaghan,2983
Los destinos de varias personas se entrelazan al azar. La simpatía que sienten unos por los otros contrasta con lo muy diferentes que son sus estilos de vida.,"sueño, relación entre marido y mujer, african american, relación tío sobrino, teenage boy","crimen, drama",1992.0,Grand Canyon (El alma de la ciudad),Lawrence Kasdan,2984
Un adolescente talentoso trata de sobrevivir a la vida con su familia tonta y disfuncional.,"relación padre-hijo, exploitation of friendship, three sons, mono, deadpan comedy","comedia, familiar",2000.0,Malcolm,,2985
"En una Europa distópica, un policía investiga una serie de asesinatos usando los controvertidos métodos de su mentor.","post punk, laundry drying on a clothesline, alphabet letter, method, dolor de cabeza","crimen, drama, suspense",1984.0,El elemento del crimen,Lars von Trier,2986
Un barco lleno de estudiantes de secundaria que se graduaron se dirigió a Manhattan y accidentalmente empujó a Jason Voorhees para el viaje.,"friday the thirteenth, barco, hockey mask, anchor, Manhattan ciudad de  Nueva York","aventura, terror, suspense",1989.0,Viernes 13 VIII: Jason toma Manhattan,Rob Hedden,2987
Un oficial afroamericano investiga un asesinato en una situación con carga racial en la Segunda Guerra Mundial.,"based on play, timeframe 1940s, screenplay adapted by author, soldado, retrospectiva","crimen, drama, misterio",1985.0,Historia de un soldado,Norman Jewison,2988
Un devastador holocausto nuclear provoca numerosos efectos en los residentes de un pequeño pueblo del este de Kansas.,"fallout, guerra nuclear, nuclear holocaust, missile silo, nuclear winter","drama, ciencia ficción",1983.0,El día después,Nicholas Meyer,2989
"Un hombre acepta el desafío del primer ministro de Maharashtra de gobernar el estado por un día, y tiene tanto éxito que pronto se ve envuelto en intrigas políticas.","bomba de relojería, minister, arresto, male nudity, desnudez","acción, drama, suspense",2001.0,Nayak: The Real Hero,S. Shankar,2990
